text,label,category
Rendering issue on the file upload module — a frozen scroll panel appears after clearing browser cache for beta testers.,0,UI
Defect reported by QA engineers: the search results page fails to submit and returns a 500 error during high-traffic periods in pre-release.,1,FUNCTIONAL
The file upload module takes over 15 seconds to load under normal conditions following a database migration. Profiling conducted in pre-release by end users.,2,PERFORMANCE
Rendering issue on the order history section — a broken layout appears under heavy API load for customer support.,0,UI
"Performance issue: the session manager creates redundant API calls on each page render on first login after account creation, degrading experience for end users in QA.",2,PERFORMANCE
SLO breach — the role management screen causes the server to become unresponsive under 500 concurrent users after the latest deployment.,2,PERFORMANCE
"Business-logic failure — the login page produces inconsistent results across repeated calls on first login after account creation, impacting QA engineers.",1,FUNCTIONAL
The authentication service causes CPU utilisation to spike to 95%. Occurs after a user resets their password and was escalated by admin users.,2,PERFORMANCE
Defect reported by beta testers: the API endpoint produces inconsistent results across repeated calls after a third-party service timeout in QA.,1,FUNCTIONAL
"Business-logic failure — the payment gateway silently drops user input without any confirmation during high-traffic periods, impacting beta testers.",1,FUNCTIONAL
Bug filed by customer support: the authentication service shows overlapping text and buttons. First seen when the session token expires in staging.,0,UI
Critical security defect — the user profile page uses MD5 to hash passwords without salting when the session token expires in QA.,3,SECURITY
The notification service uses MD5 to hash passwords without salting. Reported by beta testers during security review in staging.,3,SECURITY
Regression: the checkout flow sends duplicate requests on a single action. Reproducible after a third-party service timeout by customer support.,1,FUNCTIONAL
Functional bug in production — the session manager sends confirmation emails to the wrong address on first login after account creation.,1,FUNCTIONAL
"Critical security defect — the role management screen does not validate redirect URLs, enabling open-redirect attacks after a user resets their password in development.",3,SECURITY
Defect reported by end users: the API endpoint fails to reflect real-time status updates when switching between user roles in staging.,1,FUNCTIONAL
"Business-logic failure — the search results page generates incorrect totals in the summary when switching between user roles, impacting customer support.",1,FUNCTIONAL
Critical defect: the file upload module marks the order as completed before payment is confirmed when triggered by developers during high-traffic periods.,1,FUNCTIONAL
The authentication service introduces a 3-second delay on every keystroke in search after an inactive period. Profiling conducted in staging by security auditors.,2,PERFORMANCE
